MPID	Title	BrandorManufacturer	MPN	UPC	ISBN	MerchantSKU	ProductURL	Price	StockStatus	Description	ImageURL	Shipping	MerchantCategory	BingCategory	ShippingWeight	Condition	PricewithDiscount	DealStartDateTime	DealExpirationDateTime	Tax	bingads_grouping	bingads_label	bingads_publish	bingads_redirect	DealURL	Shipping
4300	Non Slip - Shoes For Crews - Monaco - Black / Women's Casual Shoes	Shoes For Crews	4300			4300	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4300&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4300	59	In Stock	"Lightweight boat shoe with plenty of grip. This boat shoe is a natural stand out at work, but its fashion details have the weekend in mind, too. Featuring superb flexibility, a breathable mesh lining and a removable cushioned insole, this full-grain leather shoe is powered by our patented SFC Mighty Grip® outsole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
4301	Anti-Skid - Shoes For Crews - Sydney - Black / Women's Casual Shoes	Shoes For Crews	4301			4301	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4301&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4301	34	In Stock	"Urban-Cool Chic Feel amazing in a bold lace-up made of water-resistant full-grain leather with contrast stitching and nubuck accents. This lightweight, flexible lace-up combines fresh athletic style with stand-out comfort features such as a removable cushioned insole. All powered by our SFC Mighty Grip™ outsole. Italian designed."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
4303	Anti-Skid - Shoes For Crews - Rio - Black / Women's Casual Shoes	Shoes For Crews	4303			4303	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4303&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4303	34	In Stock	"Lace up in style and comfort. Expect a lot from your work shoe and get it in this water-resistant shoe made of full-grain leather. This sleek model features a stretch Lycra® collar, a breathable mesh lining and our patented SFC Mighty Grip® outsole. Italian designed."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
4304	Anti Slip - Shoes For Crews - Piper - Burgundy Patent / Women's Clogs	Shoes For Crews	4304			4304	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4304&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4304	79.98	In Stock	"A sensational look paired with all-day comfort and safety. The look of a classic closed-back clog in water-resistant patent leather. The roomy heel area allows your heel to freely move up and down as you walk. Firm foot and arch support and a padded collar help you stay comfortable. Other features include our patented SFC Mighty Grip® outsole, a reinforced 1½ inch heel and a removable cushioned insole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
4305	No Slip - Shoes For Crews - Piper - Black Patent / Women's Clogs	Shoes For Crews	4305			4305	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4305&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4305	79.98	In Stock	"A sensational look paired with all-day comfort and safety. The look of a classic closed-back clog in water-resistant patent leather. The roomy heel area allows your heel to freely move up and down as you walk. Firm foot and arch support and a padded collar help you stay comfortable. Other features include our patented SFC Mighty Grip® outsole, a reinforced 1½"" heel and a removable cushioned insole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
4306	Non Slip - Shoes For Crews - Piper - Black Matte / Women's Clogs	Shoes For Crews	4306			4306	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4306&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4306	79.98	In Stock	"A sensational look paired with all-day comfort and safety. The look of a classic closed-back clog in water-resistant, full-grain leather. The roomy heel area allows your heel to freely move up and down as you walk. Firm foot and arch support and a padded collar help you stay comfortable. Other features include our patented SFC Mighty Grip® outsole, a reinforced 1½ inch heel and a removable cushioned insole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
4306W	No Slip - Shoes For Crews - Piper - Black Matte / Women's Clogs	Shoes For Crews	4306W			4306W	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4306&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4306W	79.98	In Stock	"A sensational look paired with all-day comfort and safety. The look of a classic closed-back clog in water-resistant, full-grain leather. The roomy heel area allows your heel to freely move up and down as you walk. Firm foot and arch support and a padded collar help you stay comfortable. Other features include our patented SFC Mighty Grip® outsole, a reinforced 1½ inch heel and a removable cushioned insole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
4307	Non Slip - Shoes For Crews - Monte Carlo - Black / Women's Casual Shoes	Shoes For Crews	4307			4307	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4307&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4307	59	In Stock	"Youre ready for work or play in this classic slip-on loafer design. Amazingly lightweight and flexible, the Monte Carlo features a water-resistant, full-grain leather upper, breathable turlex-mesh lining, and a removable insole. The patented SFC Mighty Grip® outsole provides outstanding slip resistance."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
4308	Slip Proof - Shoes For Crews - Barcelona - Black / Women's Casual Shoes	Shoes For Crews	4308			4308	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4308&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4308	69	In Stock	"Style and comfort in this lightweight, sporty lace-up. Make a power play on and off the clock in this lightweight, water-resistant style outfitted with our patented SFC Mighty Grip® outsole. It features a breathable mesh lining, removable cushioned insole, and built-in tongue to prevent shifting. The ballistic knit upper has nubuck (like suede) accents and contrast stitching."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
4310	Anti-Skid - Shoes For Crews - Monaco - Brown / Women's Casual Shoes	Shoes For Crews	4310			4310	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4310&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4310	59	In Stock	"Lightweight boat shoe with plenty of grip. This boat shoe is a natural stand out at work, but its fashion details have the weekend in mind, too. Featuring superb flexibility, a breathable mesh lining and a removable cushioned insole, this full-grain leather shoe is powered by our patented SFC Mighty Grip® outsole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
4316	No Slip - Shoes For Crews - Piper - White Patent / Women's Clogs	Shoes For Crews	4316			4316	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=4316&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c4316	69	In Stock	"A sensational look paired with all-day comfort and safety. The look of a classic closed-back clog in water-resistant patent leather. The roomy heel area allows your heel to freely move up and down as you walk. Firm foot and arch support and a padded collar help you stay comfortable. Other features include our patented SFC Mighty Grip® outsole, a reinforced 1½ inch heel and a removable cushioned insole."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Women's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
45	Anti-Skid - Mighty Mat - (3' x 3') MightyMat!® Interlocking: End Section	Mighty Mat	45			45	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=45&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c45	84.98	In Stock	"Customize to fit the length of any space. A great slip-resistant solution behind any bar or work station.Go long. Or short, with our high-traction, easy to assemble and disassemble interlocking mats. Each 3' x 3' section locks end-to-end seamlessly. Start with an End Section (style 45), which includes a removable finishing and end piece. Add one or more Mid Sections (style 46) to extend the length by 3' increments.CLEANING INSTRUCTIONS: MightyMat floor mats can be cleaned on the floor, at the sink or in the dishwasher. Just apply the detergent, scrub on both sides with a brush or run through a complete dishwashing cycle. When drying your mat be sure to never hang by the handles or drainage slots. The weight can cause the mat to rip."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		MightyMat Floor Mats	Clothing & Shoes		New					shoes					
46	Anti-Skid - Mighty Mat - (3' x 3') MightyMat!® Interlocking: Mid Section	Mighty Mat	46			46	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=46&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c46	79.98	In Stock	"Customize to fit the length of any space. Slip- resistant solution behind any Bar or Work Station. Each 3' x 3' section can be assembled to fit the length of any area by connecting one or more mid-sections together with the built-in interlocking connectors. Complete the length of your mat with the removable finishing piece for a clean beveled edge. The Interlocking System is ideal for covering the length of the kitchen floor, bar area or production line eliminating the need to overlap mats and reducing slips and falls.CLEANING INSTRUCTIONS: MightyMat floor mats can be cleaned on the floor, at the sink or in the dishwasher. Just apply the detergent, scrub on both sides with a brush or run through a complete dishwashing cycle. When drying your mat be sure to never hang by the handles or drainage slots. The weight can cause the mat to rip."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		MightyMat Floor Mats	Clothing & Shoes		New					shoes					
50	Slip Proof - Shoes For Crews - CrewGuard® Slip-Resistant Overshoes - Black Slip-Resistant Ove	Shoes For Crews	50			50	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=50&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c50	18.98	In Stock	"Make any shoe slip-resistant and waterproof. Prepare for unexpected messes and situations with our rubber slip-on overshoes. They protect you and your shoes with our patented SFC Mighty Grip outsole. Stock up for new hires, visitors or any employee not already wearing our top-rated footwear."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Slip-Resistant Overshoes	Clothing & Shoes		New					shoes					
5004	Slip Resistant - Shoes For Crews - Bullfrog - Soft Toe - Black Work Boots	Shoes For Crews	5004			5004	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5004&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5004	43.98	In Stock	"Ideal for cleanup crews, this 12"" waterproof boot gets the job done. Keep your feet dry in our durable, waterproof boot made of a 3mm thick, high-grade EVA/rubber blend. These lightweight boots feature our patented SFC Mighty Grip® outsole for outstanding slip resistance. The Bullfrog is easy to clean and 100% vegan."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Work Boots	Clothing & Shoes		New					shoes					
5005	Slip Resistant - Shoes For Crews - Bullfrog Pro 10 Inch - Soft Toe - Black Work Boots	Shoes For Crews	5005			5005	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5005&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5005	48.98	In Stock	"When the job demands more, this durable waterproof boot is the answer. Perfect for the toughest clean up duty, this 10 inch waterproof boot is constructed of a durable, 6 mm thick, high-grade EVA/rubber blend. Bullfrog Pro is easy to clean and features our patented SFC V-Grip® outsole and a removable cushioned insole. 100% vegan. EH rated. Our patented SFC V-GRIP® outsole is specially engineered to keep you on your feet in extreme conditions, including hot or cold weather, soaking wet and slick, greasy surfaces. Built to stand up to the messes of any work place."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Work Boots	Clothing & Shoes		New					shoes					
5006	Slip Resistant - Shoes For Crews - Bullfrog Pro 10 Inch - Composite Toe - Black Safety Toe Boots and	Shoes For Crews	5006			5006	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5006&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5006	59.98	In Stock	"A lightweight, waterproof boot loaded with safety features. The Bullfrog Pro Safety Toe boot features our patented SFC-2 anti-clogging outsole that helps keep you on your feet, plus a polycarbonate composite toe that meets ASTM standards. This durable 10 inch boot is made of a 5mm thick, high-density EVA/rubber blend that is waterproof and 100% vegan. EH rated."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Safety Toe Boots and Shoes	Clothing & Shoes		New					shoes					
5008	Anti Slip - Shoes For Crews - SFC Froggz® Pro - Black Clogs	Shoes For Crews	5008			5008	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5008&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5008	39.98	In Stock	"The perfect addition to your work shoe collection. This lightweight, stylish clog features our patented SFC Mighty Grip® outsole on a 1¼ inch heel. Made of a durable, high-grade EVA / rubber blend, this clog is easy to clean and vegan friendly. Added features include ventilation holes along the inside of the shoe and a cushioned insole. For half sizes, please order 1/2 size up from what you normally wear."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
5009	Non Slip - Shoes For Crews - SFC Froggz® Pro - White Clogs	Shoes For Crews	5009			5009	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5009&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5009	39.98	In Stock	"The perfect addition to your work shoe collection. This lightweight, stylish clog features our patented SFC Mighty Grip® outsole on a 1¼ inch heel. Made of a durable, high-grade EVA / rubber blend, this clog is easy to clean and vegan friendly. Added features include ventilation holes along the inside of the shoe and a cushioned insole. For half sizes, please order 1/2 size up from what you normally wear."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
5010	Anti Slip - Shoes For Crews - SFC Froggz® Classic II - Black Clogs	Shoes For Crews	5010			5010	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5010&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5010	31.98	In Stock	"This versatile style is a trusted all-around favorite. This multitasking shoe is designed with our patented SFC Mighty Grip® outsole, ventilation holes along the inside of the shoe for breathability, and a pivoting strap for heel support. Made of a durable, high-grade EVA/rubber blend, this shoe is vegan friendly."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
5011	Skid Resistant - Shoes For Crews - SFC Froggz® Classic II - White Clogs	Shoes For Crews	5011			5011	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5011&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5011	31.98	In Stock	"This versatile style is a trusted all-around favorite. This multitasking shoe is designed with our patented SFC Mighty Grip® outsole, ventilation holes along the inside of the shoe for breathability, and a pivoting strap for heel support. Made of a durable, high-grade EVA/rubber blend, this shoe is vegan friendly."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
5012	Slip Resistant - Shoes For Crews - SFC Froggz® Elite - Black / Men's Clogs	Shoes For Crews	5012			5012	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5012&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5012	39.98	In Stock	"Enjoy convenient, lightweight safety with the SFC Froggz Elite. Made of a durable, high-grade, EVA/rubber blend, the SFC Froggz® Elite is lightweight, water-resistant and 100% vegan. Ventilation holes along the inside of the shoe plus the removable, contoured insole offer all-day comfort. Our patented SFC Mighty Grip® outsole provides maximum slip resistance."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Clogs	Clothing & Shoes		New					shoes					
5013	Slip Resistant - Shoes For Crews - Bullfrog Pro 16 Inch - Composite Toe - Black Safety Toe Bo	Shoes For Crews	5013			5013	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5013&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5013	69.98	In Stock	"A 16"" waterproof boot with top safety features. The Bullfrog Pro 16 Inch - Composite Toe boot features our patented SFC-2 anti-clogging outsole to help keep you on your feet in slippery environments, plus a polycarbonate composite toe that meets ASTM standards. This durable boot is made of a 5mm thick, high-density EVA/rubber blend that is waterproof, oil and fuel resistant , EH rated and 100% vegan."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Safety Toe Boots and Shoes	Clothing & Shoes		New					shoes					
5053H	Skid Resistant - Shoes For Crews - Rigger - Composite Toe (Non-Metallic) - Black / Men's Safe	Shoes For Crews	5053H			5053H	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=5053H&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c5053H	89	In Stock	"This water-resistant boot tackles slippery conditions with confidence. The rugged Rigger has built-in safety features such as our patented SFC V-Grip® outsole, a puncture-resistant footbed, and a polycarbonate composite toe. Features include a full-grain leather upper, a padded ankle, a steel shank and side pull loops for easy on/off. EH rated. Our patented SFC V-Grip® outsole is specially engineered to keep you on your feet in extreme conditions, including hot or cold weather, soaking wet and slick, greasy surfaces. Built to stand up to the messes of any work place."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Safety Toe Boots and Shoes	Clothing & Shoes		New					shoes					
6006	Skid Resistant - Shoes For Crews - Cambridge - Black / Men's Dress Shoes	Shoes For Crews	6006			6006	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6006&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6006	39.98	In Stock	"Durable, dependable and radiates professional. Our classic oxford delivers ultimate comfort and safety. The Cambridge features a water-resistant genuine leather upper, plus our 360° stitch-reinforced, patented SFC Mighty Grip® outsole. It has a removable cushioned insole and a steel shank for added support."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Dress Shoes	Clothing & Shoes		New					shoes					
6006W	Slip Proof - Shoes For Crews - Cambridge - Black / Men's Dress Shoes	Shoes For Crews	6006W			6006W	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6006&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6006W	39.98	In Stock	"Durable, dependable and radiates professional. Our classic oxford delivers ultimate comfort and safety. The Cambridge features a water-resistant genuine leather upper, plus our 360° stitch-reinforced, patented SFC Mighty Grip® outsole. It has a removable cushioned insole and a steel shank for added support."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Dress Shoes	Clothing & Shoes		New					shoes					
6007	Anti Slip - Shoes For Crews - Falcon - Black / Men's Athletic Shoes	Shoes For Crews	6007			6007	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6007&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6007	39.98	In Stock	"This breathable, cross-trainer-inspired shoe delivers maximum comfort. Tackle your longest shifts in these leather shoes that feature our patented SFC Mighty Grip® outsole. Features include a removable cushioned insole, padded ankle collar and an enhanced heel counter for added comfort."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Athletic Shoes	Clothing & Shoes		New					shoes					
6007W	Slip Resistant - Shoes For Crews - Falcon - Black / Men's Athletic Shoes	Shoes For Crews	6007W			6007W	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6007&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6007W	39.98	In Stock	"This breathable, cross-trainer-inspired shoe delivers maximum comfort. Tackle your longest shifts in these leather shoes that feature our patented SFC Mighty Grip® outsole. Features include a removable cushioned insole, padded ankle collar and an enhanced heel counter for added comfort."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Athletic Shoes	Clothing & Shoes		New					shoes					
bad_6010	Anti-Skid - Shoes For Crews - Freestyle - Black / Men's Casual Shoes	Shoes For Crews	6010			6010	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6010&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6010	34.98	In Stock	"Workplace safety gets a clean, classic look. Add style to any uniform with this attractive shoe that's water-resistant, comfortable and durable. Our patented SFC Mighty Grip® outsole keeps you safe on slippery surfaces, while a padded collar and removable cushioned insoles support your every move. Leather and man-made upper."	http://bmctestmerchant.azurewebsites.bad.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
bad_6010W	Skid Resistant - Shoes For Crews - Freestyle - Black / Men's Casual Shoes	Shoes For Crews	6010W			6010W	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6010&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6010W	34.98	In Stock	"Workplace safety gets a clean, classic look. Add style to any uniform with this attractive shoe that's water-resistant, comfortable and durable. Our patented SFC Mighty Grip® outsole keeps you safe on slippery surfaces, while a padded collar and removable cushioned insoles support your every move. Leather and man-made upper."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
bad_6011	Non Slip - Shoes For Crews - Panther II - Black / Men's Casual Shoes	Shoes For Crews	6011			6011	http://incorrectdomain.com/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6011&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6011	34.98	In Stock	"Combine fashion and function with this sleek slip-on. Effortlessly maneuver through your workday in this genuine leather, water-resistant shoe that is both comfortable and modern. It features nubuck (like suede) accents, a removable cushioned insole and twin elastic panels for an easy, comfortable fit. Our patented SFC Mighty Grip® outsole helps prevent falls on slick surfaces."	http://bmctestmerchant.azurewebsites.bad.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
6011W	Slip Proof - Shoes For Crews - Panther II - Black / Men's Casual Shoes	Shoes For Crews	6011W			6011W	http://siliconcupcake.tech/sfc3/index.cfm?changeWebsite=US_en&route=c_store.viewDetailsOfProduct&partnumber=6011&leads=cse_bing&utm_source=Bing&utm_medium=ShoppingComparisonEngine&utm_campaign=DataFeed&gdftrk=gdfV21820_a_7c366_a_7c1896_a_7c6011W	34.98	In Stock	"Combine fashion and function with this sleek slip-on. Effortlessly maneuver through your workday in this genuine leather, water-resistant shoe that is both comfortable and modern. It features nubuck (like suede) accents, a removable cushioned insole and twin elastic panels for an easy, comfortable fit. Our patented SFC Mighty Grip® outsole helps prevent falls on slick surfaces."	http://bmctestmerchant.azurewebsites.net/Feeds/Images/productimage.jpg		Men's Slip-Resistant Footwear > Casual Shoes	Clothing & Shoes		New					shoes					
